image,writer
BRN3C2AF4AEB56C_0000000013_0.tif,399
BRN3C2AF4AEB56C_0000000013_1.tif,399
BRN3C2AF4AEB56C_0000000013_10.tif,399
BRN3C2AF4AEB56C_0000000013_11.tif,399
BRN3C2AF4AEB56C_0000000013_12.tif,399
BRN3C2AF4AEB56C_0000000013_13.tif,399
BRN3C2AF4AEB56C_0000000013_14.tif,399
BRN3C2AF4AEB56C_0000000013_2.tif,399
BRN3C2AF4AEB56C_0000000013_3.tif,399
BRN3C2AF4AEB56C_0000000013_4.tif,399
BRN3C2AF4AEB56C_0000000013_5.tif,399
BRN3C2AF4AEB56C_0000000013_6.tif,399
BRN3C2AF4AEB56C_0000000013_7.tif,399
BRN3C2AF4AEB56C_0000000013_8.tif,399
BRN3C2AF4AEB56C_0000000013_9.tif,399
BRN3C2AF4AEB56C_0000000014_0.tif,399
BRN3C2AF4AEB56C_0000000014_1.tif,399
BRN3C2AF4AEB56C_0000000014_10.tif,399
BRN3C2AF4AEB56C_0000000014_11.tif,399
BRN3C2AF4AEB56C_0000000014_12.tif,399
BRN3C2AF4AEB56C_0000000014_13.tif,399
BRN3C2AF4AEB56C_0000000014_14.tif,399
BRN3C2AF4AEB56C_0000000014_2.tif,399
BRN3C2AF4AEB56C_0000000014_3.tif,399
BRN3C2AF4AEB56C_0000000014_4.tif,399
BRN3C2AF4AEB56C_0000000014_5.tif,399
BRN3C2AF4AEB56C_0000000014_6.tif,399
BRN3C2AF4AEB56C_0000000014_7.tif,399
BRN3C2AF4AEB56C_0000000014_8.tif,399
BRN3C2AF4AEB56C_0000000014_9.tif,399
BRN3C2AF4AEB56C_0000000015_0.tif,399
BRN3C2AF4AEB56C_0000000015_1.tif,399
BRN3C2AF4AEB56C_0000000015_10.tif,399
BRN3C2AF4AEB56C_0000000015_11.tif,399
BRN3C2AF4AEB56C_0000000015_12.tif,399
BRN3C2AF4AEB56C_0000000015_13.tif,399
BRN3C2AF4AEB56C_0000000015_14.tif,399
BRN3C2AF4AEB56C_0000000015_2.tif,399
BRN3C2AF4AEB56C_0000000015_3.tif,399
BRN3C2AF4AEB56C_0000000015_4.tif,399
BRN3C2AF4AEB56C_0000000015_5.tif,399
BRN3C2AF4AEB56C_0000000015_6.tif,399
BRN3C2AF4AEB56C_0000000015_7.tif,399
BRN3C2AF4AEB56C_0000000015_8.tif,399
BRN3C2AF4AEB56C_0000000015_9.tif,399
BRN3C2AF4AEB56C_0000000016_0.tif,0
BRN3C2AF4AEB56C_0000000016_1.tif,0
BRN3C2AF4AEB56C_0000000016_10.tif,0
BRN3C2AF4AEB56C_0000000016_11.tif,0
BRN3C2AF4AEB56C_0000000016_12.tif,0
BRN3C2AF4AEB56C_0000000016_13.tif,0
BRN3C2AF4AEB56C_0000000016_14.tif,0
BRN3C2AF4AEB56C_0000000016_2.tif,0
BRN3C2AF4AEB56C_0000000016_3.tif,0
BRN3C2AF4AEB56C_0000000016_4.tif,0
BRN3C2AF4AEB56C_0000000016_5.tif,0
BRN3C2AF4AEB56C_0000000016_6.tif,0
BRN3C2AF4AEB56C_0000000016_7.tif,0
BRN3C2AF4AEB56C_0000000016_8.tif,0
BRN3C2AF4AEB56C_0000000016_9.tif,0
BRN3C2AF4AEB56C_0000000017_0.tif,0
BRN3C2AF4AEB56C_0000000017_1.tif,0
BRN3C2AF4AEB56C_0000000017_10.tif,0
BRN3C2AF4AEB56C_0000000017_11.tif,0
BRN3C2AF4AEB56C_0000000017_12.tif,0
BRN3C2AF4AEB56C_0000000017_13.tif,0
BRN3C2AF4AEB56C_0000000017_14.tif,0
BRN3C2AF4AEB56C_0000000017_2.tif,0
BRN3C2AF4AEB56C_0000000017_3.tif,0
